threshold,tsWeight,metric,trial1,trial2,trial3,trial4,trial5,average,std
0.2,0.1,euclidean,0.0030864197530864196,0.0030581039755351682,0.0,0.0061167227833894494,0.009174826758924618,0.004287214654187131,0.0034845617739952756
0.2,0.15,euclidean,0.0032051282051282055,0.009345794392523364,0.0,0.0063203930026359935,0.0063203930026359935,0.005038341720584711,0.003556227586475837
0.2,0.2,euclidean,0.0063797313797313805,0.0,0.0,0.006666666666666667,0.0032051282051282055,0.0032503052503052507,0.003263274529995625
0.2,0.25,euclidean,0.0033003300330033004,0.0033003300330033004,0.0,0.006568303889212451,0.006568303889212451,0.003947453568886301,0.0027457986189362103
0.25,0.3,euclidean,0.011961149020792788,0.008602605461244204,0.00671708711909717,0.010137329693224348,0.005050505050505051,0.008493735268972711,0.002727110488334325
0.25,0.35,euclidean,0.006890657550344533,0.010344888983850579,0.01043036423353609,0.0053612003079638705,0.012242955199974625,0.00905401325513394,0.002830504736726929
0.25,0.4,euclidean,0.012610566579010279,0.007291417642840067,0.007291417642840067,0.0035460992907801418,0.010837516933620209,0.008315403617818153,0.0035232385229625705
0.25,0.45,euclidean,0.0036429872495446266,0.01131243409069121,0.009296008692039753,0.0073466909532483304,0.009393474578979323,0.008198319112900648,0.002907204413296701
0.25,0.5,euclidean,0.0,0.005878083885746721,0.0038095238095238095,0.003820470717022441,0.005714285714285714,0.0038444728253157366,0.002367147176685683
0.25,0.55,euclidean,0.010473925209791754,0.01019663067855839,0.010125339597072685,0.0059528053040564625,0.004172534293016221,0.008184247016499103,0.002921186648020982
0.25,0.6,euclidean,0.0065238744484027505,0.00408997955010225,0.006706994437055787,0.006472428164753665,0.006237861892451544,0.006006227698553199,0.0010842089766658822
0.25,0.65,euclidean,0.004723178499559281,0.008801742919389979,0.00731128074639525,0.009533502968617472,0.002178649237472767,0.0065096708742869505,0.003040930639015805
0.25,0.7,euclidean,0.0023148148148148147,0.004730273752012883,0.007485094688652001,0.004730273752012883,0.008264462809917356,0.0055049839634819875,0.002393381133902122
0.25,0.75,euclidean,0.0,0.005272151371176127,0.002583979328165375,0.002976190476190476,0.0026881720430107525,0.002704098643708546,0.0018705454122955557
0.25,0.8,euclidean,0.0032051282051282055,0.0,0.012673488590919784,0.01181878773621893,0.002777777777777778,0.00609503646200894,0.005756357473392029
0.25,0.85,euclidean,0.0,0.0026455026455026454,0.0036231884057971015,0.0026455026455026454,0.0026455026455026454,0.0023119392684610076,0.0013599844724046424
0.25,0.9,euclidean,0.006211180124223603,0.006427691849686734,0.0020703933747412005,0.004140786749482401,0.0045045045045045045,0.004670911320527688,0.0017698956671844868
0.2,0.9,pearson,0.002331002331002331,0.007751937984496124,0.002331002331002331,0.006206971323250393,0.008537973654252724,0.005431777524800781,0.002952208409964577
0.25,0.1,pearson,0.004016064257028113,0.007450882450882451,0.005556943056943057,0.009458914579396507,0.005681818181818181,0.006432924505213662,0.002083600967929187
0.25,0.15,pearson,0.006577974870657799,0.006493506493506493,0.0047619047619047615,0.006926406926406926,0.004545454545454546,0.005861049519586105,0.0011166780558241024
0.25,0.2,pearson,0.0024330900243309003,0.0024330900243309003,0.0075762071489328025,0.004866180048661801,0.005024841915085817,0.004466681832268444,0.0021454184021158975
0.25,0.25,pearson,0.005449530673072645,0.002824858757062147,0.0,0.0,0.0,0.0016548778860269585,0.002448678595988305
0.25,0.3,pearson,0.009206720071206051,0.0069466824220288615,0.003115264797507788,0.003115264797507788,0.0,0.004476786417650098,0.003613231154831283
0.25,0.75,pearson,0.005555555555555556,0.0,0.008264462809917356,0.004016064257028113,0.00952570613030635,0.0054723577505614756,0.0037516628218116424
0.25,0.8,pearson,0.00392156862745098,0.012172300242668577,0.00196078431372549,0.0059417706476530005,0.0130380217790883,0.007406889122117269,0.004959155342067465
0.3,0.4,pearson,0.010389070697626098,0.007416757571035271,0.0,0.005624642875694769,0.011000986961716275,0.006886291621214483,0.004429851661644374
0.3,0.45,pearson,0.0076115933874554564,0.016712214988077057,0.014103233930820136,0.009285159285159285,0.011399472175334243,0.011822334753369235,0.003655811973231413
0.3,0.5,pearson,0.013943630773957334,0.003717510614062338,0.0,0.007321114217665942,0.003717510614062338,0.0057399532439495905,0.00526611827312717
0.3,0.55,pearson,0.011389523699555154,0.00950640274041888,0.014928964492708136,0.01121503148996715,0.011574477692249471,0.011722880022979758,0.0019737533403238585
0.3,0.6,pearson,0.008630386902229911,0.00524629214757678,0.005076142131979696,0.012314077919925873,0.010540623006296636,0.008361504421601778,0.003199290770644022
0.2,0.95,dtw,0.011576551423193414,0.005609690855592496,0.017398202009518773,0.015357619641067551,0.012167067904772823,0.01242182636682901,0.004487977788325081
0.25,0.1,dtw,0.006794871794871795,0.005042735042735043,0.015346378767431397,0.008549257759784075,0.008591992802519119,0.008865047233468286,0.003907609147454857
0.25,0.15,dtw,0.0,0.009177054374794488,0.012584820494425013,0.016231728096134875,0.010821152064089916,0.00976295100588886,0.006053641489610094
0.25,0.2,dtw,0.005651019378058683,0.00934517217886096,0.0020080321285140565,0.005888723433058075,0.003880691304544019,0.0053547276846071575,0.002723496919569373
0.25,0.25,dtw,0.0058055317935557455,0.0058055317935557455,0.0019960079840319364,0.0038095238095238095,0.006061776061776061,0.0046956742884886596,0.001760913274757953
0.25,0.3,dtw,0.010789117331663071,0.00869268127296286,0.007108967387021011,0.010840563615312155,0.002044989775051125,0.007895263876402044,0.0036238454060237664
0.25,0.35,dtw,0.0,0.0022371364653243847,0.01167373585137607,0.002207505518763797,0.0022371364653243847,0.0036711028601577275,0.004576400534884172
0.25,0.4,dtw,0.004797156218184328,0.002364066193853428,0.004797156218184328,0.0029239766081871343,0.007790156656848935,0.0045345023790516305,0.002123784672912875
0.25,0.45,dtw,0.0,0.014151402943123595,0.005803436840518541,0.0,0.005232701305097266,0.00503750821774788,0.00579743051164726
0.25,0.5,dtw,0.009498480243161094,0.005952380952380952,0.002976190476190476,0.0035460992907801418,0.002777777777777778,0.004950185748058089,0.002840723963356722
0.25,0.85,dtw,0.0030864197530864196,0.0,0.006253200722352498,0.0044742729306487695,0.00756069268373519,0.004274917217964575,0.0029341571268357916
0.25,0.1,distCorr,0.007621287344307987,0.0038106436721539933,0.0018726591760299626,0.011431931016461982,0.009559271840432019,0.006859158609877189,0.003966746748828496
0.25,0.15,distCorr,0.004219409282700422,0.004346841106674596,0.006456545748024806,0.00436027871585517,0.0065974151811795554,0.00519609800688691,0.0012171863420281227
0.25,0.2,distCorr,0.004902225826800036,0.005017069352496275,0.004902225826800036,0.010070184483130786,0.0,0.004978341097845427,0.003561033420702901
0.25,0.25,distCorr,0.002824858757062147,0.0,0.005649717514124294,0.006166524580846831,0.002898550724637681,0.00350793031533419,0.002489923754356553
0.3,0.3,distCorr,0.004895226364741737,0.010037177023896051,0.011576804670871273,0.006626309621366323,0.010173363948782202,0.008661776325931517,0.0027840634775832224
0.3,0.35,distCorr,0.011161943491337317,0.005923980285398509,0.005697462617020375,0.005923980285398509,0.007628983038819104,0.007267269943594763,0.0023115183138439
0.3,0.4,distCorr,0.007102195716996476,0.008867285314479305,0.004301075268817204,0.011017822948887908,0.004301075268817204,0.0071178909035996205,0.0029214293480364795
0.3,0.45,distCorr,0.006090628552866656,0.0025445292620865138,0.0025445292620865138,0.0035460992907801418,0.005747126436781609,0.004094582560920287,0.0017191033432931307
0.35,0.55,distCorr,0.009856043502536839,0.008672554091958808,0.009710315864834276,0.01591893090355301,0.004090500813244969,0.00964966903522558,0.004219271790398144
0.35,0.6,distCorr,0.0019723865877712033,0.0023809523809523807,0.0019723865877712033,0.006975076205845437,0.01912062296677681,0.006484284945823407,0.007373427058794065
0.35,0.65,distCorr,0.004301075268817204,0.0,0.007250927776191835,0.011552003045009038,0.004301075268817204,0.005481016271767057,0.004266600756065481
0.35,0.7,distCorr,0.009456264775413711,0.0070921985815602835,0.008028462420710156,0.004166666666666667,0.0070921985815602835,0.00716715820518222,0.00193623611709766
0.35,0.75,distCorr,0.012441937624419377,0.0024330900243309003,0.0,0.009732360097323601,0.008654058836540588,0.0066522893165228926,0.005221794245589844
0.35,0.85,distCorr,0.0,0.0020703933747412005,0.0062370600414078685,0.006211180124223603,0.004016064257028113,0.0037069395594801573,0.00270129472893247
0.35,0.9,distCorr,0.0017094017094017094,0.0,0.005128205128205128,0.007003032809484423,0.012296663909567136,0.005227460711331679,0.00481765571710037
0.35,0.95,distCorr,0.013206360100663464,0.005052238236864181,0.008064516129032258,0.011862274079158087,0.007740410279874933,0.009185159765118585,0.0033076115545035947
